aaHappiness in life,aboveAvg Happiness,Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive,Economy Management,Elections,Empathy,Energy levels,Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Geography,Getting angry,Getting up,Giving,God,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,Hypochondria,Interests or hobbies,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Life struggles,Loneliness,Loss of interest,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical,Musical instruments,New environment,Number of friends,Number of siblings,Only child,Opera,Parents' advice,Passive sport,PC,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock,Rock n roll,Romantic,Science and technology,Sci-fi,Self-criticism,Shopping,Shopping centres,Slow songs or fast songs,Small - big dogs,Snakes,Socializing,Spending on gadgets,Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Waiting,War,Weight,Western,Workaholism,Writing,Writing notes,Alcohol,Village - town,Smoking,Education,Gender,House - block of flats,Internet usage,Left - right handed,Lying,Punctuality,Validation
4,1,4,5,5,4,27,5,1,1,3,1,5,1,1,5,3,3,3,1,5,1,5,1,5,3,1,3,0,3,2,5,3,1,3,3,3,3,1,1,3,5,5,2,1,1,1,1,1,3,2,1,5,5,5,1,3,4,3,3,3,3,1,180,1,5,3,5,1,5,3,3,4,5,5,1,1,2,3,1,1,1,2,4,1,1,1,3,3,2,0,1,3,5,1,4,1,1,1,3,1,1,3,1,1,1,1,1,3,1,3,1,1,3,1,1,3,3,5,3,1,1,3,3,3,5,1,1,1,1,1,3,1,3,3,5,80,4,1,1,1,social drinker,city,former smoker,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
3,0,3,2,3,3,17,3,1,1,4,2,2,4,4,5,1,1,3,1,2,4,3,1,3,4,1,3,4,2,1,1,5,1,3,3,4,2,1,3,4,4,5,2,1,1,1,3,1,1,1,3,3,4,2,1,1,3,2,1,1,3,3,163,3,2,3,4,1,3,4,5,3,4,1,3,4,3,1,3,5,5,4,4,5,1,1,4,4,0,1,1,3,1,1,4,1,4,2,1,3,3,2,3,3,1,3,1,3,1,4,4,3,1,1,1,2,4,4,4,3,1,3,2,5,5,4,1,1,2,2,3,2,3,2,4,68,1,4,1,3,drink a lot,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,4,2,4,19,3,4,5,3,4,3,2,5,3,1,2,4,1,1,2,3,2,5,5,3,4,1,2,4,3,1,2,3,4,3,5,3,3,5,4,2,2,5,1,3,3,2,3,1,5,4,5,4,2,5,2,2,3,5,3,3,178,4,3,2,1,2,2,5,5,4,4,3,2,4,3,3,2,1,1,4,5,5,5,4,3,3,1,0,3,1,3,4,3,5,1,1,4,5,3,4,2,5,3,5,1,3,3,4,3,4,5,2,3,5,2,4,3,3,3,2,3,3,2,5,3,2,2,5,3,3,3,2,2,60,2,4,3,5,social drinker,village,never smoked,primary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,4,5,4,4,18,4,2,4,4,1,2,5,5,5,4,3,2,1,5,5,2,2,5,4,3,4,5,5,2,5,3,1,3,5,4,4,2,4,2,5,5,2,3,2,2,2,1,1,1,5,3,5,4,1,3,1,5,1,5,4,4,182,3,4,2,3,1,2,5,4,4,5,1,3,1,4,2,2,5,1,2,5,5,3,5,4,2,2,0,2,4,2,4,3,5,4,5,4,3,1,4,1,2,2,3,3,4,2,4,3,2,3,5,5,1,3,5,4,5,1,5,5,3,4,1,1,1,3,3,1,2,5,2,5,70,1,3,1,1,social drinker,village,tried smoking,primary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
3,0,3,5,5,5,26,3,1,3,5,2,3,1,5,5,5,3,5,3,5,1,3,1,5,4,1,2,1,5,5,1,2,1,3,5,3,3,3,3,3,5,5,3,3,1,1,0,3,1,1,3,3,5,5,1,5,1,3,3,1,3,1,192,3,5,5,5,1,5,5,5,5,5,2,3,1,2,3,1,1,1,3,5,5,2,1,5,5,1,0,1,5,5,3,3,0,2,4,3,3,3,5,1,3,1,1,2,5,1,3,1,1,1,5,3,5,5,5,5,3,1,5,3,3,5,1,1,1,5,1,5,5,5,3,5,90,3,3,1,5,social drinker,city,current smoker,secondary school,male,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am always on time,0
5,1,3,4,5,3,18,1,5,5,3,3,3,5,5,2,4,1,1,1,5,5,3,4,5,5,3,4,5,2,4,2,4,2,4,4,3,2,1,4,4,4,5,2,4,3,2,2,3,1,3,5,4,5,4,3,1,2,4,3,2,3,4,200,2,5,3,3,1,5,3,4,5,4,3,2,1,2,2,1,3,1,3,5,5,2,5,4,4,2,0,3,4,5,4,4,5,1,1,1,2,3,5,2,3,2,3,4,3,2,4,3,2,3,4,2,2,3,3,3,3,3,4,2,3,4,2,3,4,1,2,2,3,3,2,3,90,3,1,1,2,drink a lot,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
5,1,3,2,5,4,30,1,4,5,3,4,5,2,5,1,4,1,1,2,5,1,5,4,5,5,1,5,3,3,4,1,3,1,1,4,3,4,3,5,5,3,3,1,4,3,1,1,2,1,5,5,5,5,5,3,5,2,2,5,1,2,3,178,1,5,3,4,1,4,5,5,3,3,3,3,1,2,5,4,3,5,2,5,5,3,5,5,5,2,0,3,2,3,5,3,4,4,1,3,4,4,5,4,3,1,3,5,5,1,1,5,4,3,5,4,1,2,3,3,4,2,4,1,5,1,2,2,5,4,3,4,5,5,5,3,71,3,5,3,3,drink a lot,city,current smoker,masters degree,male,block of flats,few hours a day,right handed,sometimes,i am often early,1
4,1,4,3,2,1,24,3,3,5,4,1,3,1,4,2,1,3,2,1,4,1,2,4,5,4,4,4,5,4,3,1,5,1,5,3,4,2,2,4,4,1,1,2,5,5,3,4,2,1,2,3,3,3,2,3,3,4,4,1,1,4,2,153,2,2,2,1,1,1,3,3,4,4,3,1,5,5,1,2,1,3,5,5,5,3,1,1,1,1,0,1,4,4,2,3,1,2,1,5,1,3,5,3,3,2,3,1,4,2,5,5,3,5,3,3,5,4,5,3,1,4,3,2,4,4,2,2,4,1,2,5,3,5,2,3,42,3,2,2,4,social drinker,city,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often running late,0
3,0,3,4,5,5,20,5,2,5,5,3,5,5,5,5,2,2,2,3,5,3,4,3,5,5,2,4,5,3,3,5,5,1,5,4,2,3,2,2,4,3,2,2,4,2,3,4,3,4,3,4,5,5,4,2,3,3,5,5,5,4,1,168,3,4,4,1,1,5,5,5,5,4,5,2,3,2,3,3,2,2,3,5,5,1,4,3,5,0,1,2,2,5,3,3,5,2,2,4,2,5,4,1,2,1,5,3,3,3,4,2,2,3,3,2,4,3,4,3,3,3,3,3,3,5,1,2,4,2,3,5,2,5,1,2,51,1,5,4,3,social drinker,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
3,0,2,5,1,1,20,2,5,4,4,1,4,1,5,1,2,1,5,2,5,1,2,5,4,5,3,1,5,2,2,1,4,2,5,3,3,3,4,5,3,3,2,2,2,3,1,4,1,3,2,2,4,3,5,1,1,4,5,3,3,3,1,172,1,3,2,4,3,3,5,4,5,4,2,1,3,4,3,1,1,3,4,5,5,4,1,3,2,1,0,2,2,4,4,3,1,3,3,4,1,4,4,4,3,1,1,3,3,3,3,5,3,3,4,4,5,2,3,3,2,3,2,4,2,2,1,1,2,1,2,2,3,5,2,5,56,1,2,1,5,social drinker,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,5,2,4,20,1,5,4,3,3,3,2,4,4,5,1,3,3,5,2,3,4,4,4,2,4,1,3,2,3,4,2,4,5,4,2,4,5,3,4,4,2,2,2,3,3,3,1,3,4,4,5,4,1,4,2,4,3,3,3,3,176,2,3,3,3,1,3,5,4,2,2,3,2,1,3,4,4,3,2,2,5,5,4,3,3,3,1,0,2,3,4,4,3,3,4,4,2,3,3,4,4,3,2,4,4,3,3,5,5,5,2,5,5,5,2,2,4,2,4,3,4,5,3,4,2,4,2,3,2,3,4,2,5,64,3,4,1,4,social drinker,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
2,0,1,5,3,3,25,5,1,5,3,1,3,1,5,3,1,5,5,3,4,1,5,0,5,5,4,0,1,3,5,4,3,3,1,3,3,1,3,5,5,3,4,1,5,5,5,3,5,5,5,2,5,5,3,5,4,3,5,5,5,3,3,164,5,5,2,3,5,4,5,5,5,4,0,1,3,5,1,1,1,3,5,5,5,3,1,3,1,1,0,1,4,5,3,3,5,1,3,4,4,1,5,3,3,3,1,3,5,2,1,5,0,1,3,3,5,5,3,5,3,2,3,1,5,3,1,5,2,3,3,5,3,5,1,1,54,1,3,1,3,social drinker,village,tried smoking,secondary school,,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
4,1,3,4,2,1,19,3,4,5,3,4,5,4,2,3,4,1,3,1,2,4,3,5,3,3,3,4,1,2,2,1,1,1,5,5,3,3,2,3,4,3,2,2,4,3,4,2,5,1,4,5,5,3,3,1,5,2,4,2,4,3,3,168,2,2,5,2,1,2,4,5,4,1,4,3,2,1,1,3,4,3,3,5,5,3,1,3,2,3,0,3,2,4,4,3,3,4,3,2,1,4,5,3,3,1,5,3,3,4,4,4,3,3,3,2,4,3,3,2,3,1,3,3,2,2,1,1,5,1,5,2,4,5,3,4,68,2,1,2,1,social drinker,village,former smoker,secondary school,female,house/bungalow,few hours a day,right handed,everytime it suits me,i am always on time,0
2,0,2,3,2,2,20,3,4,3,3,5,3,4,3,1,1,1,3,2,3,5,4,4,3,3,3,5,1,3,3,4,3,3,5,4,3,2,3,5,5,3,1,2,3,3,3,5,3,3,5,4,4,5,3,4,3,3,2,2,4,3,4,157,4,1,3,1,1,4,3,5,4,2,3,2,2,3,3,3,4,1,3,5,4,2,4,3,3,2,0,3,4,4,3,3,5,3,2,3,3,3,3,2,3,1,4,2,4,3,3,3,4,2,4,5,5,2,1,3,3,2,4,1,4,1,1,3,5,2,4,3,2,4,3,5,48,3,3,1,4,social drinker,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
5,1,3,5,3,5,21,3,2,2,4,2,4,3,4,2,2,1,2,1,5,2,4,1,4,3,4,5,3,2,4,2,2,1,3,3,3,5,2,4,5,4,4,3,3,2,3,1,1,1,2,3,4,4,3,2,5,1,3,3,5,2,2,173,1,2,2,1,1,4,5,4,5,3,2,2,2,2,2,4,2,1,2,3,4,1,4,4,4,5,0,3,4,5,5,3,1,2,1,4,1,1,4,4,2,1,1,5,3,2,4,3,3,1,4,2,4,2,2,3,3,2,4,2,2,1,1,1,3,3,2,3,3,3,3,2,73,3,1,1,2,social drinker,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,4,4,3,19,3,3,4,5,3,4,2,3,4,2,3,5,2,5,2,2,5,4,4,4,4,4,4,2,5,4,3,2,4,3,2,5,5,5,5,2,2,4,2,2,3,2,2,5,5,4,5,2,1,4,3,5,2,5,4,3,173,2,4,4,1,2,5,4,4,4,4,5,1,3,2,4,3,2,1,4,4,5,5,1,4,4,1,0,3,4,5,2,4,4,1,4,5,3,4,3,3,3,2,5,3,4,3,2,3,3,4,3,4,4,5,5,2,4,5,4,2,3,4,5,3,3,2,3,3,3,2,3,4,63,2,3,1,4,drink a lot,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
4,1,2,3,2,2,19,3,1,3,5,2,5,2,5,5,3,5,1,2,1,1,5,2,5,0,3,5,4,5,3,5,3,1,3,3,4,5,4,1,5,4,2,1,4,2,5,5,3,3,2,5,5,5,5,4,4,1,5,5,3,5,4,171,2,1,2,4,3,5,5,5,5,5,5,4,5,3,4,2,4,3,5,5,5,2,4,5,5,0,1,1,4,4,3,3,5,1,2,4,4,4,5,3,5,3,3,2,5,1,1,5,5,5,2,2,3,5,5,1,2,4,1,5,5,5,1,2,3,1,3,4,4,5,1,1,55,1,4,3,5,social drinker,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
3,0,1,5,2,1,19,5,1,3,4,1,1,1,5,1,1,2,5,1,5,1,1,4,5,4,4,5,3,2,1,2,5,2,4,3,3,5,5,5,5,1,3,2,2,5,5,4,5,1,2,5,4,5,5,3,5,2,5,5,3,5,3,168,1,3,1,4,4,3,5,4,5,3,4,3,2,5,1,4,1,2,5,5,5,1,5,2,2,2,0,1,3,5,4,1,1,1,4,2,1,2,5,2,1,3,1,4,5,1,1,3,3,5,2,5,5,4,1,3,1,3,1,5,4,1,2,1,5,3,1,4,5,5,3,5,60,2,5,1,5,social drinker,village,never smoked,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
5,1,4,3,5,3,18,5,3,4,4,2,3,4,4,2,2,3,2,2,5,4,4,4,5,5,2,4,4,2,4,4,3,0,5,3,2,2,2,1,4,4,3,3,4,3,4,4,2,2,2,3,4,4,2,3,1,3,4,4,3,4,4,165,4,4,1,5,2,3,4,4,3,4,4,2,4,2,1,1,3,4,3,5,4,3,1,1,3,1,0,1,3,5,2,3,5,1,1,4,2,4,4,4,3,1,4,4,4,2,3,4,4,5,2,4,4,3,3,4,2,2,1,3,4,3,4,1,2,4,3,4,5,4,3,3,48,2,3,3,2,social drinker,city,current smoker,primary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
5,1,5,3,2,3,18,1,4,5,2,1,4,2,4,2,3,3,4,1,2,2,4,2,5,4,3,2,2,2,4,2,5,3,5,4,4,1,5,1,1,3,1,3,5,4,1,5,2,2,4,2,3,5,3,3,1,5,2,3,1,3,2,168,1,2,1,1,3,2,5,4,4,4,5,3,2,4,2,5,1,4,5,3,4,1,1,4,2,1,0,1,4,4,2,3,5,4,1,4,3,1,4,4,4,4,1,4,4,1,3,5,3,5,2,2,5,5,4,4,4,4,4,1,3,1,4,1,1,1,1,5,1,2,1,2,65,2,4,1,1,social drinker,village,never smoked,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,1
4,1,3,3,1,1,16,1,2,5,5,1,3,2,4,3,2,1,2,1,5,3,5,3,5,4,1,2,1,1,1,1,1,2,5,3,4,1,1,5,3,4,3,5,5,2,4,3,3,1,1,4,5,5,1,3,4,2,3,3,5,2,3,174,1,1,5,1,1,2,5,3,3,4,4,5,2,3,4,1,1,4,3,5,5,3,1,5,3,0,1,2,3,5,1,3,3,1,4,3,2,5,3,2,2,3,5,1,2,5,3,5,4,3,1,1,5,5,5,3,4,5,4,2,3,4,2,1,3,1,4,3,2,3,3,4,64,2,2,3,1,never,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often running late,1
4,1,3,5,4,1,19,5,2,5,4,5,3,3,5,5,2,2,3,1,3,4,3,3,5,5,2,2,1,3,3,2,5,4,3,5,3,3,2,5,5,5,5,1,5,1,2,3,3,1,3,5,5,5,5,3,2,3,1,5,3,5,4,171,5,2,5,2,5,3,5,3,5,5,4,5,4,2,4,3,2,3,4,5,1,5,2,3,3,0,1,1,4,4,3,3,5,2,5,4,5,4,1,3,3,1,5,4,5,2,5,4,4,3,5,3,3,5,5,3,3,1,3,5,5,5,1,3,3,1,5,3,3,3,1,5,57,2,5,2,1,drink a lot,city,tried smoking,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am often early,0
4,1,3,3,2,5,18,3,2,5,4,2,4,1,5,3,4,2,4,1,5,1,5,3,5,4,1,4,5,5,4,4,3,5,2,4,3,3,5,1,5,4,4,1,5,5,1,3,1,1,2,5,2,5,2,1,5,3,5,5,1,3,2,173,1,5,2,3,2,4,4,4,5,5,5,1,4,2,4,4,2,1,4,4,5,3,2,3,3,3,0,2,2,5,1,4,5,1,3,4,4,2,2,1,2,4,4,4,5,1,3,3,2,5,3,2,5,4,5,4,3,1,5,2,3,4,5,1,3,3,2,3,2,3,3,3,64,2,4,1,4,social drinker,city,former smoker,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,1
4,1,3,3,2,1,19,2,2,5,5,1,2,2,3,4,2,3,3,1,4,1,4,2,5,4,2,3,3,3,2,2,4,2,2,3,3,1,4,1,4,3,3,2,5,2,0,1,3,3,1,5,4,5,4,1,2,4,3,2,4,3,4,157,2,5,2,5,2,2,4,2,2,5,4,1,3,2,2,2,1,1,3,5,5,3,1,4,3,2,0,1,2,2,2,4,3,2,2,4,3,3,4,1,2,2,1,3,3,1,4,2,3,5,3,3,3,5,5,2,2,2,3,4,4,5,4,1,2,1,3,2,4,3,2,4,48,2,2,1,5,drink a lot,city,former smoker,primary school,female,house/bungalow,few hours a day,right handed,everytime it suits me,i am always on time,0
3,0,3,4,4,3,21,5,4,4,5,4,4,4,4,4,2,1,2,3,3,2,3,5,5,5,1,3,5,4,4,3,3,3,2,2,3,2,3,5,3,4,3,2,4,4,1,3,3,5,2,3,3,4,3,3,4,4,4,4,2,4,3,173,4,3,4,1,1,3,3,4,3,5,2,3,5,2,2,1,2,1,4,5,5,2,2,2,4,1,1,4,3,2,1,3,4,2,4,2,3,2,4,3,3,3,4,3,3,2,4,4,4,3,3,3,3,4,4,3,3,5,4,2,4,4,5,4,4,2,4,2,3,4,2,3,59,1,3,3,2,social drinker,city,former smoker,secondary school,female,block of flats,less than an hour a day,left handed,sometimes,i am often running late,0
4,1,4,4,5,5,21,5,2,5,3,3,3,2,3,4,5,3,3,1,5,2,4,1,5,3,1,3,3,4,2,1,3,2,3,4,4,2,4,5,3,3,3,3,5,2,1,2,3,2,1,3,3,4,5,2,3,4,2,2,1,4,3,180,3,2,3,3,2,2,5,3,4,3,1,4,2,3,1,2,2,2,4,3,3,1,1,3,4,1,0,1,2,5,5,3,3,2,5,2,1,3,2,1,2,3,1,2,3,1,2,3,2,3,3,3,3,2,1,4,3,3,3,3,4,2,3,3,2,2,2,3,3,3,1,4,80,3,1,1,2,never,city,former smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
5,1,4,4,3,3,18,3,3,3,4,3,5,2,4,4,4,5,1,2,4,1,4,3,4,5,1,2,4,4,2,1,4,5,5,3,4,1,1,3,5,4,3,1,4,4,3,5,3,2,1,5,2,5,3,1,2,4,4,5,4,3,4,180,2,5,3,3,1,3,4,4,3,3,2,5,2,2,4,4,3,1,3,5,5,5,1,4,3,1,1,4,5,5,3,4,5,5,4,3,2,4,5,2,3,5,2,3,4,1,4,3,3,4,3,4,4,5,5,4,5,5,3,3,5,4,5,4,3,1,4,5,3,1,4,5,60,2,2,2,4,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,0
4,1,4,3,2,1,21,2,1,2,4,5,4,2,4,3,1,2,2,3,2,1,4,2,5,3,1,3,3,4,3,2,5,2,3,2,4,1,4,5,5,3,3,1,3,1,1,5,3,2,2,5,5,5,2,2,1,2,1,3,5,3,3,175,4,1,3,1,1,3,4,5,5,4,4,2,4,3,1,1,2,1,3,5,3,5,2,3,3,0,1,3,4,2,3,3,2,1,2,5,5,3,3,1,3,3,4,1,5,4,2,4,2,4,2,4,4,5,4,3,1,3,3,3,3,4,0,2,2,1,5,5,5,4,4,2,63,1,4,2,5,never,city,never smoked,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am often early,1
2,0,1,2,1,1,17,1,4,3,4,2,2,5,4,2,1,3,4,1,2,3,2,4,2,4,2,2,5,4,2,1,5,2,3,4,2,1,2,2,4,3,1,4,4,4,3,5,4,3,1,5,3,2,4,4,2,2,5,4,3,4,4,178,4,1,4,2,5,1,4,5,4,2,3,1,5,5,2,4,5,1,5,5,0,5,1,1,1,0,1,2,4,2,3,3,1,1,2,5,4,5,5,4,4,2,5,2,5,2,4,5,5,2,5,4,5,2,1,3,3,2,1,2,5,1,1,1,4,1,3,5,4,5,1,4,70,2,5,4,5,social drinker,city,never smoked,secondary school,female,block of flats,few hours a day,right handed,everytime it suits me,i am often early,0
4,1,3,4,3,1,20,3,3,5,4,1,3,3,4,1,1,5,2,1,5,1,3,3,5,5,4,2,2,2,5,1,5,3,3,2,3,3,1,1,5,2,1,3,5,4,3,3,1,5,2,3,4,5,2,1,1,5,5,1,1,3,3,160,2,2,1,5,1,2,5,4,4,1,5,1,3,2,3,1,3,2,4,5,5,5,1,3,3,0,1,1,3,2,1,4,5,1,2,5,3,5,5,3,3,5,5,3,4,1,3,5,4,4,1,2,2,5,2,3,1,4,1,2,3,4,5,3,3,2,4,3,5,3,1,1,46,1,1,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,most of the day,right handed,everytime it suits me,i am always on time,1
3,0,3,5,5,5,19,5,5,5,4,5,5,1,4,4,1,2,5,3,5,1,2,2,5,5,3,5,2,1,2,2,5,1,1,3,4,2,3,1,5,5,5,1,5,2,1,1,3,2,3,3,5,5,3,2,5,1,5,4,3,3,3,172,4,4,3,5,1,5,2,4,4,3,3,1,2,3,1,1,1,3,1,5,5,2,1,4,5,1,0,1,3,5,1,4,5,1,2,3,3,5,2,4,2,1,5,5,3,1,3,4,5,3,3,2,4,2,1,3,5,5,5,3,4,4,1,2,4,1,5,3,4,3,4,1,60,2,5,5,5,social drinker,city,tried smoking,primary school,female,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am always on time,1
4,1,2,5,5,3,27,5,1,2,3,1,3,1,5,5,3,1,2,2,3,1,4,4,5,5,3,1,1,3,3,1,4,1,4,5,3,2,4,5,4,3,2,1,5,1,2,4,5,1,2,1,2,5,1,1,2,3,2,5,3,3,3,180,1,3,5,4,2,4,5,3,5,4,5,5,1,2,1,5,1,2,3,5,5,1,1,4,4,0,1,4,3,1,5,3,5,4,2,4,5,3,4,2,1,4,1,4,5,1,2,5,4,4,4,5,4,5,5,3,2,4,2,3,4,3,4,1,4,1,2,5,4,4,3,5,80,5,5,1,5,never,city,tried smoking,masters degree,male,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
3,0,3,2,5,4,22,5,5,5,3,4,4,5,3,1,1,3,4,3,5,4,4,4,5,3,1,5,1,1,3,5,1,4,3,5,4,1,3,4,4,3,5,3,4,3,1,3,3,1,2,5,4,5,4,3,5,2,4,1,2,4,3,165,4,3,3,1,1,3,3,4,1,3,4,3,3,3,1,1,5,2,2,5,5,5,2,3,2,2,1,1,3,2,1,2,1,2,1,3,1,2,5,3,3,1,5,4,4,1,5,5,3,5,0,2,4,4,4,3,5,2,3,1,4,4,2,2,5,2,4,2,1,5,3,3,68,1,5,1,5,drink a lot,city,former smoker,college/bachelor degree,female,block of flats,few hours a day,right handed,everytime it suits me,i am often running late,1
4,1,4,5,2,4,19,4,2,5,4,3,4,2,5,5,1,1,3,3,3,2,3,4,5,5,1,2,2,3,4,3,4,3,5,3,3,1,3,4,4,3,4,1,5,4,1,3,3,1,1,5,3,5,2,1,2,4,5,4,1,4,4,160,1,4,5,4,1,4,4,4,4,4,2,5,3,3,1,2,3,4,4,5,5,3,4,2,3,2,0,3,4,2,2,4,3,2,3,4,2,5,5,3,1,3,5,2,4,1,4,5,2,5,3,4,5,4,4,3,3,3,3,4,5,5,3,1,2,3,4,4,4,3,3,3,55,2,3,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often running late,0
4,1,3,5,3,5,19,3,4,5,3,2,2,5,4,3,1,1,3,1,3,5,4,4,5,5,4,5,1,3,3,3,3,1,5,5,3,1,1,5,5,5,3,3,5,5,3,3,3,3,4,2,5,5,5,2,3,2,5,5,5,3,3,165,1,2,4,4,1,5,5,5,5,0,5,1,4,3,1,1,5,4,3,5,5,4,3,3,3,3,0,4,4,5,3,3,5,1,2,5,1,4,3,4,3,2,3,2,5,5,4,5,4,3,4,5,5,4,4,3,3,2,3,3,3,3,5,1,4,2,3,3,4,3,3,3,55,2,1,3,1,social drinker,village,never smoked,secondary school,female,house/bungalow,no time at all,right handed,everytime it suits me,i am often running late,0
4,1,3,3,3,4,20,3,2,2,4,1,3,1,4,3,1,4,2,2,5,1,4,2,5,3,1,4,1,2,3,3,3,4,2,2,3,1,4,4,4,3,3,2,2,2,2,4,2,3,2,4,2,5,4,1,2,3,5,3,4,4,3,176,2,4,1,3,2,3,4,3,4,4,4,1,4,3,1,1,1,2,3,5,5,2,1,3,4,0,1,1,4,5,3,3,1,1,2,4,1,1,3,2,2,2,5,4,4,2,4,3,2,5,1,4,4,5,5,3,2,1,4,2,5,4,1,5,2,2,3,2,5,3,2,2,63,2,2,2,4,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
5,1,2,2,4,1,19,2,2,5,5,3,5,5,5,1,2,1,1,3,5,5,5,3,5,5,2,4,1,5,5,1,5,1,5,5,3,1,2,5,5,5,4,1,5,3,1,3,4,3,2,4,5,5,1,3,1,3,5,5,5,3,3,164,5,4,2,5,1,3,5,5,4,3,4,1,3,2,2,1,4,2,3,5,5,5,3,3,3,2,0,2,3,5,4,3,5,1,2,5,3,2,5,4,3,2,4,4,4,2,2,5,3,5,4,5,5,4,5,5,3,3,3,1,4,3,1,3,3,5,4,1,4,5,1,3,60,2,4,1,5,social drinker,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
3,0,3,4,3,2,20,3,5,5,5,2,4,1,4,3,2,3,1,1,4,1,4,3,5,5,3,4,1,3,2,3,3,3,4,4,3,1,2,5,5,3,2,2,5,2,4,5,3,5,2,5,4,5,4,5,3,4,5,3,5,4,3,155,2,2,3,2,2,5,5,5,4,4,4,1,5,5,2,1,2,1,3,5,5,3,3,3,3,0,1,4,3,5,4,3,5,1,2,4,2,4,5,2,3,3,5,1,4,2,4,5,2,5,3,4,3,5,5,2,2,1,3,2,3,2,4,3,3,2,3,4,2,4,3,4,44,3,3,5,3,social drinker,village,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
3,0,3,2,2,1,17,1,1,1,5,1,5,3,5,1,5,2,4,1,1,1,5,1,5,2,2,5,1,3,3,2,2,1,2,2,2,1,1,1,3,3,1,2,2,2,4,3,1,3,1,2,5,5,5,5,1,1,2,1,5,3,3,167,3,1,1,5,1,3,5,5,5,2,1,1,5,4,1,1,2,1,2,3,5,1,1,4,5,2,1,1,2,5,5,3,1,5,1,3,3,3,5,1,5,2,1,1,5,5,3,1,1,5,5,3,3,5,1,3,3,1,3,3,3,5,3,2,1,1,1,3,5,5,5,1,57,1,3,1,1,social drinker,city,tried smoking,primary school,female,block of flats,few hours a day,left handed,never,i am often early,0
